candidate_id,candidate_source,date,decision_timestamp,diagnostic_outcome_group,diagnostic_outcome_mapping_reason,direction,direction_confidence,direction_rule_version,direction_source,entry_price,fvg_ifvg_near_20p,hour,liquidity_htf_recent_level,m1_body_ratio,m1_close_high_ge_0_70,m1_close_location,m1_large_body_ge_0_60,nearest_fvg_ifvg_distance_pips,nearest_fvg_ifvg_zone_high,nearest_fvg_ifvg_zone_low,nearest_fvg_ifvg_zone_type,nearest_liquidity_distance_pips,nearest_liquidity_level,nearest_liquidity_type_timeframe,pre_entry_only,sample_id,sample_source,session,symbol,used_post_entry_data_for_direction,visual_html_path
sample_103,SWEEP_EXTREME,2026-04-06,2026-04-06T15:00:00+00:00,CHOP_AFTER_ENTRY,AUTOMATIC_LABEL_GOOD_SLOW_REACTION_WITH_DIRTY_CHOP,LONG,3,adelin_v2_pre_decision_sweep_v1,M5,4678.79,True,15,False,0.112583,False,0.569536,False,0.0,4680.54,4672.19,FVG_BULLISH,17.1,4677.08,M5_RECENT_LOW,True,sample_103,EXISTING_EXPANDED_OBJECTIVE_REPLAY,NEW_YORK,XAUUSD,False,examples/sample_103.html
sample_104,ROUND_LEVEL,2026-05-05,2026-05-05T11:30:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,SHORT,2,adelin_v2_pre_decision_sweep_v1,M5,4550.0,True,11,True,0.918495,False,0.015674,True,0.0,4551.23,4548.1,FVG_BEARISH,83.1,4558.31,M15_RECENT_HIGH,True,sample_104,EXISTING_EXPANDED_OBJECTIVE_REPLAY,NEW_YORK,XAUUSD,False,examples/sample_104.html
sample_105,SWEEP_EXTREME,2026-05-05,2026-05-05T15:30:00+00:00,MIXED_REACTION,AUTOMATIC_LABEL_MFE_GOOD_BUT_BE_REQUIRED_MAPPED_TO_MIXED_REACTION,SHORT,2,adelin_v2_pre_decision_sweep_v1,M5,4574.31,False,15,True,0.141509,True,0.754717,False,29.7,4571.34,4566.56,FVG_BULLISH,0.0,4574.31,M15_RECENT_HIGH,True,sample_105,EXISTING_EXPANDED_OBJECTIVE_REPLAY,NEW_YORK,XAUUSD,False,examples/sample_105.html
sample_106,ROUND_LEVEL,2026-02-05,2026-02-05T18:15:00+00:00,GOOD_FAST_REACTION,AUTOMATIC_LABEL_GOOD_FAST_REACTION,SHORT,3,adelin_v2_pre_decision_sweep_v1,M5,4850.0,True,18,False,0.587597,False,0.088372,False,0.0,4850.29,4846.8,FVG_BULLISH,199.9,4869.99,M5_RECENT_HIGH,True,sample_106,EXISTING_EXPANDED_OBJECTIVE_REPLAY,OTHER,XAUUSD,False,examples/sample_106.html
sample_109,ROUND_LEVEL,2026-03-05,2026-03-05T20:45:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,SHORT,3,adelin_v2_pre_decision_sweep_v1,M5,5070.0,True,20,True,0.094937,True,0.886076,False,0.0,5074.92,5069.32,FVG_BEARISH,191.2,5050.88,H1_RECENT_LOW,True,sample_109,EXISTING_EXPANDED_OBJECTIVE_REPLAY,OTHER,XAUUSD,False,examples/sample_109.html
sample_110,SWEEP_EXTREME,2026-03-06,2026-03-06T07:45:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,LONG,2,adelin_v2_pre_decision_sweep_v1,M5,5119.18,True,7,False,0.538012,False,0.345029,False,12.1,5121.14,5120.39,FVG_BULLISH,0.0,5119.18,M5_RECENT_LOW,True,sample_110,EXISTING_EXPANDED_OBJECTIVE_REPLAY,LONDON_OPEN,XAUUSD,False,examples/sample_110.html
sample_112,ROUND_LEVEL,2026-04-06,2026-04-06T19:00:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,LONG,3,adelin_v2_pre_decision_sweep_v1,M1,4670.0,True,19,True,0.723602,True,0.723602,True,0.0,4670.42,4667.79,FVG_BULLISH,181.6,4651.84,M15_RECENT_LOW,True,sample_112,EXISTING_EXPANDED_OBJECTIVE_REPLAY,OTHER,XAUUSD,False,examples/sample_112.html
sample_113,SWEEP_EXTREME,2026-04-07,2026-04-07T03:00:00+00:00,CHOP_AFTER_ENTRY,AUTOMATIC_LABEL_GOOD_SLOW_REACTION_WITH_DIRTY_CHOP,LONG,3,adelin_v2_pre_decision_sweep_v1,M5,4651.42,True,3,False,0.262443,False,0.262443,False,7.9,4653.72,4652.21,FVG_BULLISH,29.7,4648.45,M5_RECENT_LOW,True,sample_113,EXISTING_EXPANDED_OBJECTIVE_REPLAY,ASIA,XAUUSD,False,examples/sample_113.html
sample_114,ROUND_LEVEL,2026-05-05,2026-05-05T20:30:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,LONG,2,adelin_v2_pre_decision_sweep_v1,M5,4560.0,True,20,True,0.14433,False,0.561856,False,0.3,4559.97,4558.07,FVG_BULLISH,68.4,4553.16,M15_RECENT_LOW,True,sample_114,EXISTING_EXPANDED_OBJECTIVE_REPLAY,OTHER,XAUUSD,False,examples/sample_114.html
sample_116,ROUND_LEVEL,2026-02-06,2026-02-06T09:00:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,LONG,3,adelin_v2_pre_decision_sweep_v1,M5,4850.0,True,9,False,0.724092,True,0.90175,True,14.0,4848.6,4847.71,FVG_BEARISH,421.9,4807.81,M5_RECENT_LOW,True,sample_116,EXISTING_EXPANDED_OBJECTIVE_REPLAY,LONDON,XAUUSD,False,examples/sample_116.html
sample_117,SWEEP_EXTREME,2026-02-09,2026-02-09T01:15:00+00:00,GOOD_FAST_REACTION,AUTOMATIC_LABEL_GOOD_FAST_REACTION,LONG,2,adelin_v2_pre_decision_sweep_v1,M5,4965.15,False,1,True,0.655229,True,1.0,True,,,,,0.0,4965.15,H1_RECENT_LOW,True,sample_117,EXISTING_EXPANDED_OBJECTIVE_REPLAY,ASIA_OPEN,XAUUSD,False,examples/sample_117.html
sample_119,ROUND_LEVEL,2026-03-09,2026-03-09T06:30:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,LONG,2,adelin_v2_pre_decision_sweep_v1,M5,5090.0,True,6,False,0.008368,False,0.447699,False,0.0,5094.48,5075.2,FVG_BEARISH,124.5,5102.45,M5_RECENT_HIGH,True,sample_119,EXISTING_EXPANDED_OBJECTIVE_REPLAY,LONDON,XAUUSD,False,examples/sample_119.html
sample_120,SWEEP_EXTREME,2026-03-09,2026-03-09T11:45:00+00:00,GOOD_FAST_REACTION,AUTOMATIC_LABEL_GOOD_FAST_REACTION,SHORT,3,adelin_v2_pre_decision_sweep_v1,M5,5132.61,False,11,False,0.998058,False,0.001942,True,64.0,5126.21,5121.36,FVG_BULLISH,0.0,5132.61,M5_RECENT_HIGH,True,sample_120,EXISTING_EXPANDED_OBJECTIVE_REPLAY,LONDON,XAUUSD,False,examples/sample_120.html
sample_121,ROUND_LEVEL,2026-04-07,2026-04-07T07:15:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,SHORT,2,adelin_v2_pre_decision_sweep_v1,M5,4650.0,True,7,False,0.252525,True,0.818182,False,0.0,4650.7,4647.2,FVG_BEARISH,41.4,4654.14,M5_RECENT_HIGH,True,sample_121,EXISTING_EXPANDED_OBJECTIVE_REPLAY,LONDON_OPEN,XAUUSD,False,examples/sample_121.html
sample_122,SWEEP_EXTREME,2026-04-07,2026-04-07T12:00:00+00:00,CHOP_AFTER_ENTRY,AUTOMATIC_LABEL_GOOD_SLOW_REACTION_WITH_DIRTY_CHOP,SHORT,2,adelin_v2_pre_decision_sweep_v1,M5,4690.81,False,12,True,0.782723,False,0.204188,True,132.0,4677.61,4664.42,FVG_BULLISH,0.0,4690.81,M15_RECENT_HIGH,True,sample_122,EXISTING_EXPANDED_OBJECTIVE_REPLAY,NEW_YORK,XAUUSD,False,examples/sample_122.html
sample_123,ROUND_LEVEL,2026-05-06,2026-05-06T08:15:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,SHORT,2,adelin_v2_pre_decision_sweep_v1,M5,4650.0,True,8,True,0.18617,False,0.271277,False,6.9,4649.31,4646.59,FVG_BULLISH,64.1,4656.41,M15_RECENT_HIGH,True,sample_123,EXISTING_EXPANDED_OBJECTIVE_REPLAY,LONDON,XAUUSD,False,examples/sample_123.html
sample_125,ROUND_LEVEL,2026-02-09,2026-02-09T07:15:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,LONG,3,adelin_v2_pre_decision_sweep_v1,M5,5030.0,False,7,False,0.203125,False,0.526042,False,77.7,5022.23,5020.74,FVG_BULLISH,15.3,5031.53,M5_RECENT_HIGH,True,sample_125,EXISTING_EXPANDED_OBJECTIVE_REPLAY,LONDON,XAUUSD,False,examples/sample_125.html
sample_127,ROUND_LEVEL,2026-03-09,2026-03-09T17:15:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,LONG,2,adelin_v2_pre_decision_sweep_v1,M5,5100.0,True,17,False,0.212121,True,0.988636,False,0.0,5101.97,5099.75,FVG_BEARISH,161.2,5116.12,M5_RECENT_HIGH,True,sample_127,EXISTING_EXPANDED_OBJECTIVE_REPLAY,OTHER,XAUUSD,False,examples/sample_127.html
sample_128,SWEEP_EXTREME,2026-03-10,2026-03-10T05:00:00+00:00,CHOP_AFTER_ENTRY,AUTOMATIC_LABEL_GOOD_SLOW_REACTION_WITH_DIRTY_CHOP,SHORT,3,adelin_v2_pre_decision_sweep_v1,M5,5170.55,True,5,True,0.013652,True,0.720137,False,6.9,5173.52,5171.24,FVG_BULLISH,165.3,5187.08,H1_RECENT_HIGH,True,sample_128,EXISTING_EXPANDED_OBJECTIVE_REPLAY,ASIA,XAUUSD,False,examples/sample_128.html
sample_129,ROUND_LEVEL,2026-04-07,2026-04-07T16:30:00+00:00,GOOD_FAST_REACTION,AUTOMATIC_LABEL_GOOD_FAST_REACTION,LONG,2,adelin_v2_pre_decision_sweep_v1,M5,4640.0,False,16,False,0.497942,False,0.395062,False,21.8,4646.89,4642.18,FVG_BEARISH,68.2,4646.82,M5_RECENT_LOW,True,sample_129,EXISTING_EXPANDED_OBJECTIVE_REPLAY,OTHER,XAUUSD,False,examples/sample_129.html
sample_130,SWEEP_EXTREME,2026-04-07,2026-04-07T20:30:00+00:00,GOOD_FAST_REACTION,AUTOMATIC_LABEL_GOOD_FAST_REACTION,LONG,3,adelin_v2_pre_decision_sweep_v1,M5,4653.9,True,20,False,0.756164,True,0.832877,True,0.0,4657.09,4651.85,FVG_BEARISH,133.0,4640.6,M5_RECENT_LOW,True,sample_130,EXISTING_EXPANDED_OBJECTIVE_REPLAY,OTHER,XAUUSD,False,examples/sample_130.html
sample_131,ROUND_LEVEL,2026-05-07,2026-05-07T08:00:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,LONG,3,adelin_v2_pre_decision_sweep_v1,M5,4700.0,True,8,False,0.328125,False,0.40625,False,0.0,4707.77,4698.77,FVG_BULLISH,76.0,4692.4,M5_RECENT_LOW,True,sample_131,EXISTING_EXPANDED_OBJECTIVE_REPLAY,LONDON,XAUUSD,False,examples/sample_131.html
sample_133,ROUND_LEVEL,2026-02-09,2026-02-09T17:00:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,SHORT,3,adelin_v2_pre_decision_sweep_v1,M5,5030.0,False,17,False,0.704082,False,0.0,True,32.1,5026.79,5026.57,FVG_BEARISH,107.6,5040.76,M5_RECENT_HIGH,True,sample_133,EXISTING_EXPANDED_OBJECTIVE_REPLAY,OTHER,XAUUSD,False,examples/sample_133.html
sample_134,SWEEP_EXTREME,2026-02-10,2026-02-10T05:30:00+00:00,GOOD_FAST_REACTION,AUTOMATIC_LABEL_GOOD_FAST_REACTION,LONG,3,adelin_v2_pre_decision_sweep_v1,M1,5016.5,False,5,False,0.39196,False,0.351759,False,76.5,5028.68,5024.15,FVG_BEARISH,15.1,5014.99,M5_RECENT_LOW,True,sample_134,EXISTING_EXPANDED_OBJECTIVE_REPLAY,ASIA,XAUUSD,False,examples/sample_134.html
sample_135,ROUND_LEVEL,2026-03-10,2026-03-10T10:00:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,SHORT,3,adelin_v2_pre_decision_sweep_v1,M5,5180.0,True,10,False,0.908497,True,0.921569,True,13.8,5178.62,5174.89,FVG_BEARISH,12.9,5181.29,M5_RECENT_HIGH,True,sample_135,EXISTING_EXPANDED_OBJECTIVE_REPLAY,LONDON,XAUUSD,False,examples/sample_135.html
sample_137,ROUND_LEVEL,2026-04-08,2026-04-08T01:30:00+00:00,GOOD_FAST_REACTION,AUTOMATIC_LABEL_GOOD_FAST_REACTION,SHORT,3,adelin_v2_pre_decision_sweep_v1,M5,4770.0,False,1,True,0.577869,True,0.85041,False,285.6,4741.44,4701.97,FVG_BULLISH,179.6,4752.04,M15_RECENT_HIGH,True,sample_137,EXISTING_EXPANDED_OBJECTIVE_REPLAY,ASIA,XAUUSD,False,examples/sample_137.html
sample_139,ROUND_LEVEL,2026-05-07,2026-05-07T14:00:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,SHORT,2,adelin_v2_pre_decision_sweep_v1,M1,4730.0,True,14,False,0.516854,False,0.02809,False,0.0,4733.13,4717.8,FVG_BULLISH,81.9,4721.81,M5_RECENT_LOW,True,sample_139,EXISTING_EXPANDED_OBJECTIVE_REPLAY,NEW_YORK,XAUUSD,False,examples/sample_139.html
sample_140,SWEEP_EXTREME,2026-05-07,2026-05-07T18:00:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,SHORT,3,adelin_v2_pre_decision_sweep_v1,M5,4761.83,True,18,True,0.058824,False,0.668449,False,16.7,4760.16,4758.55,FVG_BULLISH,15.3,4763.36,H1_RECENT_HIGH,True,sample_140,EXISTING_EXPANDED_OBJECTIVE_REPLAY,OTHER,XAUUSD,False,examples/sample_140.html
sample_141,ROUND_LEVEL,2026-02-10,2026-02-10T13:00:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,LONG,3,adelin_v2_pre_decision_sweep_v1,M5,5050.0,True,13,False,0.441696,False,0.448763,False,0.0,5052.13,5049.52,FVG_BEARISH,129.7,5037.03,M5_RECENT_LOW,True,sample_141,EXISTING_EXPANDED_OBJECTIVE_REPLAY,NEW_YORK,XAUUSD,False,examples/sample_141.html
sample_142,SWEEP_EXTREME,2026-02-10,2026-02-10T17:00:00+00:00,GOOD_FAST_REACTION,AUTOMATIC_LABEL_GOOD_FAST_REACTION,LONG,3,adelin_v2_pre_decision_sweep_v1,M1,5020.68,False,17,False,0.277193,False,0.564912,False,90.0,5044.22,5029.68,FVG_BEARISH,0.0,5020.68,M5_RECENT_LOW,True,sample_142,EXISTING_EXPANDED_OBJECTIVE_REPLAY,OTHER,XAUUSD,False,examples/sample_142.html
sample_143,ROUND_LEVEL,2026-03-11,2026-03-11T07:15:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,SHORT,3,adelin_v2_pre_decision_sweep_v1,M5,5200.0,True,7,False,0.185629,False,0.185629,False,0.0,5202.19,5192.85,FVG_BULLISH,7.2,5199.28,M5_RECENT_LOW,True,sample_143,EXISTING_EXPANDED_OBJECTIVE_REPLAY,LONDON,XAUUSD,False,examples/sample_143.html
sample_145,ROUND_LEVEL,2026-04-08,2026-04-08T09:45:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,SHORT,3,adelin_v2_pre_decision_sweep_v1,M5,4820.0,False,9,False,0.608,True,0.812,True,28.3,4817.17,4816.46,FVG_BULLISH,222.2,4797.78,M5_RECENT_LOW,True,sample_145,EXISTING_EXPANDED_OBJECTIVE_REPLAY,LONDON,XAUUSD,False,examples/sample_145.html
sample_147,ROUND_LEVEL,2026-05-08,2026-05-08T05:30:00+00:00,GOOD_FAST_REACTION,AUTOMATIC_LABEL_GOOD_FAST_REACTION,LONG,3,adelin_v2_pre_decision_sweep_v1,M5,4710.0,True,5,False,0.73494,False,0.040161,True,0.0,4713.04,4702.05,FVG_BULLISH,139.7,4696.03,M5_RECENT_LOW,True,sample_147,EXISTING_EXPANDED_OBJECTIVE_REPLAY,LONDON,XAUUSD,False,examples/sample_147.html
sample_148,SWEEP_EXTREME,2026-05-11,2026-05-11T01:30:00+00:00,GOOD_FAST_REACTION,AUTOMATIC_LABEL_GOOD_FAST_REACTION,LONG,3,adelin_v2_pre_decision_sweep_v1,M1,4678.03,False,1,True,0.023973,False,0.407534,False,,,,,0.0,4678.03,H1_RECENT_LOW,True,sample_148,EXISTING_EXPANDED_OBJECTIVE_REPLAY,ASIA,XAUUSD,False,examples/sample_148.html
sample_149,ROUND_LEVEL,2026-02-11,2026-02-11T09:15:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,SHORT,3,adelin_v2_pre_decision_sweep_v1,M5,5060.0,True,9,True,0.585526,False,0.256579,False,0.0,5061.23,5057.99,FVG_BULLISH,93.9,5069.39,M15_RECENT_HIGH,True,sample_149,EXISTING_EXPANDED_OBJECTIVE_REPLAY,LONDON,XAUUSD,False,examples/sample_149.html
sample_151,ROUND_LEVEL,2026-03-11,2026-03-11T14:30:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,SHORT,3,adelin_v2_pre_decision_sweep_v1,M5,5180.0,False,14,False,0.507299,False,0.514599,False,32.6,5184.51,5183.26,FVG_BULLISH,43.5,5175.65,M5_RECENT_LOW,True,sample_151,EXISTING_EXPANDED_OBJECTIVE_REPLAY,NEW_YORK_OPEN,XAUUSD,False,examples/sample_151.html
sample_152,SWEEP_EXTREME,2026-03-12,2026-03-12T00:30:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,LONG,2,adelin_v2_pre_decision_sweep_v1,M5,5165.53,True,0,False,0.578313,True,0.891566,False,0.0,5165.96,5163.27,FVG_BEARISH,0.0,5165.53,M5_RECENT_LOW,True,sample_152,EXISTING_EXPANDED_OBJECTIVE_REPLAY,ASIA,XAUUSD,False,examples/sample_152.html
sample_153,ROUND_LEVEL,2026-04-08,2026-04-08T19:15:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,SHORT,3,adelin_v2_pre_decision_sweep_v1,M5,4750.0,True,19,True,0.93765,False,0.045564,True,0.0,4753.11,4747.76,FVG_BULLISH,175.9,4732.41,M15_RECENT_LOW,True,sample_153,EXISTING_EXPANDED_OBJECTIVE_REPLAY,OTHER,XAUUSD,False,examples/sample_153.html
sample_154,SWEEP_EXTREME,2026-04-09,2026-04-09T05:30:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,SHORT,3,adelin_v2_pre_decision_sweep_v1,M5,4728.73,False,5,False,0.104167,False,0.625,False,37.5,4724.98,4724.1,FVG_BULLISH,0.0,4728.73,M5_RECENT_HIGH,True,sample_154,EXISTING_EXPANDED_OBJECTIVE_REPLAY,LONDON,XAUUSD,False,examples/sample_154.html
sample_155,ROUND_LEVEL,2026-05-11,2026-05-11T06:15:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,LONG,3,adelin_v2_pre_decision_sweep_v1,M5,4690.0,True,6,False,0.261905,False,0.196429,False,0.0,4692.59,4687.53,FVG_BEARISH,149.1,4675.09,M5_RECENT_LOW,True,sample_155,EXISTING_EXPANDED_OBJECTIVE_REPLAY,LONDON,XAUUSD,False,examples/sample_155.html
sample_157,ROUND_LEVEL,2026-02-11,2026-02-11T16:45:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,LONG,3,adelin_v2_pre_decision_sweep_v1,M5,5060.0,True,16,False,0.218796,True,0.982379,False,0.0,5060.98,5049.24,FVG_BEARISH,300.6,5090.06,M5_RECENT_HIGH,True,sample_157,EXISTING_EXPANDED_OBJECTIVE_REPLAY,NEW_YORK,XAUUSD,False,examples/sample_157.html
sample_159,ROUND_LEVEL,2026-03-11,2026-03-11T19:45:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,LONG,3,adelin_v2_pre_decision_sweep_v1,M5,5170.0,True,19,False,0.982673,True,0.982673,True,0.0,5175.05,5169.26,FVG_BULLISH,110.0,5181.0,M5_RECENT_HIGH,True,sample_159,EXISTING_EXPANDED_OBJECTIVE_REPLAY,OTHER,XAUUSD,False,examples/sample_159.html
sample_160,SWEEP_EXTREME,2026-03-12,2026-03-12T05:15:00+00:00,MIXED_REACTION,AUTOMATIC_LABEL_GOOD_SLOW_REACTION_MAPPED_TO_MIXED_REACTION,LONG,3,adelin_v2_pre_decision_sweep_v1,M5,5145.76,True,5,False,0.40625,True,1.0,False,0.0,5146.47,5143.7,FVG_BEARISH,0.0,5145.76,M5_RECENT_LOW,True,sample_160,EXISTING_EXPANDED_OBJECTIVE_REPLAY,ASIA,XAUUSD,False,examples/sample_160.html
sample_161,ROUND_LEVEL,2026-04-09,2026-04-09T11:30:00+00:00,CHOP_AFTER_ENTRY,AUTOMATIC_LABEL_GOOD_REACTION_BUT_DIRTY_ACCUMULATION_WITH_DIRTY_CHOP,SHORT,3,adelin_v2_pre_decision_sweep_v1,M5,4730.0,True,11,False,0.606061,False,0.309091,True,9.9,4729.01,4728.47,FVG_BEARISH,14.5,4731.45,M5_RECENT_HIGH,True,sample_161,EXISTING_EXPANDED_OBJECTIVE_REPLAY,NEW_YORK,XAUUSD,False,examples/sample_161.html
sample_163,ROUND_LEVEL,2026-05-11,2026-05-11T15:45:00+00:00,GOOD_FAST_REACTION,AUTOMATIC_LABEL_GOOD_FAST_REACTION,SHORT,3,adelin_v2_pre_decision_sweep_v1,M5,4700.0,False,15,True,0.253247,False,0.37013,False,66.3,4693.37,4692.59,FVG_BULLISH,15.8,4698.42,M15_RECENT_HIGH,True,sample_163,EXISTING_EXPANDED_OBJECTIVE_REPLAY,NEW_YORK,XAUUSD,False,examples/sample_163.html
sample_164,SWEEP_EXTREME,2026-05-12,2026-05-12T07:15:00+00:00,GOOD_FAST_REACTION,AUTOMATIC_LABEL_GOOD_FAST_REACTION,LONG,2,adelin_v2_pre_decision_sweep_v1,M5,4718.13,False,7,True,0.081081,True,0.864865,False,22.7,4721.02,4720.4,FVG_BULLISH,0.0,4718.13,M15_RECENT_LOW,True,sample_164,EXISTING_EXPANDED_OBJECTIVE_REPLAY,LONDON_OPEN,XAUUSD,False,examples/sample_164.html
sample_165,ROUND_LEVEL,2026-02-12,2026-02-12T16:15:00+00:00,CHOP_AFTER_ENTRY,AUTOMATIC_LABEL_GOOD_REACTION_BUT_DIRTY_ACCUMULATION_WITH_DIRTY_CHOP,LONG,2,adelin_v2_pre_decision_sweep_v1,M5,5060.0,True,16,True,0.716567,False,0.26813,True,0.0,5063.79,5058.63,FVG_BEARISH,113.0,5048.7,M15_RECENT_LOW,True,sample_165,EXISTING_EXPANDED_OBJECTIVE_REPLAY,NEW_YORK,XAUUSD,False,examples/sample_165.html
sample_166,SWEEP_EXTREME,2026-02-12,2026-02-12T11:15:00+00:00,CHOP_AFTER_ENTRY,AUTOMATIC_LABEL_GOOD_SLOW_REACTION_WITH_DIRTY_CHOP,SHORT,3,adelin_v2_pre_decision_sweep_v1,M5,5076.05,True,11,False,0.676647,False,0.311377,True,16.9,5074.36,5071.37,FVG_BULLISH,0.0,5076.05,M5_RECENT_HIGH,True,sample_166,EXISTING_EXPANDED_OBJECTIVE_REPLAY,LONDON,XAUUSD,False,examples/sample_166.html
sample_167,ROUND_LEVEL,2026-03-12,2026-03-12T11:15:00+00:00,FAST_FAILURE,AUTOMATIC_LABEL_FAST_SL_20_MAPPED_TO_FAST_FAILURE,LONG,2,adelin_v2_pre_decision_sweep_v1,M5,5180.0,True,11,True,0.056,False,0.552,False,4.1,5181.59,5180.41,FVG_BULLISH,97.5,5189.75,M15_RECENT_HIGH,True,sample_167,EXISTING_EXPANDED_OBJECTIVE_REPLAY,LONDON,XAUUSD,False,examples/sample_167.html
