row_type,sample_id,symbol,anchor_timestamp,source_mode,session,direction_guess,direction_confidence,direction_source_timeframe,sweep_type,swept_level,sweep_extreme,sweep_timestamp,direction_reason_codes,entry_hypothesis_type,entry_price,entry_level_source,entry_level_confidence,entry_level_reason_codes,entry_is_heuristic,entry_level_is_heuristic,entry_direction_conflict,pip_size,sl_20_price,sl_40_price,sl_20_hit,sl_40_hit,time_to_sl_20_minutes,time_to_sl_40_minutes,reaction_5m_pips,reaction_15m_pips,reaction_30m_pips,reaction_60m_pips,reaction_240m_pips,time_to_50_pips_minutes,time_to_100_pips_minutes,time_to_250_pips_minutes,time_to_500_pips_minutes,time_to_1000_pips_minutes,fast_reaction_100pips_15m,slow_reaction_100pips_30m_plus,immediate_reaction_good,max_favorable_pips,max_adverse_pips,time_to_max_favorable_minutes,time_to_max_adverse_minutes,hit_50_pips,hit_100_pips,hit_250_pips,hit_500_pips,hit_1000_pips,be_possible_after_100_pips,returned_to_entry_after_100_pips,be_would_protect_after_100_pips,accumulation_after_entry,dirty_chop_after_entry,entry_cross_count_first_60m,m5_followthrough_quality,automatic_outcome_label,secondary_outcome_flags,reason_codes,limitations,visual_html_path
CONTROL,control_011,XAUUSD,2026-05-08T15:15:00+00:00,MATCHED_RANDOM_CONTROL,NEW_YORK,LONG,MEDIUM,M5,DOWNWARD_SWEEP,4703.68,4702.79,2026-05-08T15:15:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4710.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4708.0,4706.0,True,True,0.0,0.0,-14.2,-15.5,108.9,109.8,33.7,15.0,18.0,75.0,,,False,False,True,395.1,80.9,105.0,210.0,True,True,True,False,False,True,True,True,False,True,3,GOOD,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ROUND_LEVEL_METADATA|SL20_BEFORE_50P,,
CONTROL,control_012,XAUUSD,2026-04-30T14:45:00+00:00,MATCHED_RANDOM_CONTROL,NEW_YORK,LONG,HIGH,M5,DOWNWARD_SWEEP,4628.38,4626.82,2026-04-30T14:40:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4630.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4628.0,4626.0,True,True,45.0,45.0,15.1,18.8,19.4,-15.6,-166.9,3.0,74.0,,,,False,True,True,161.0,205.9,90.0,135.0,True,True,False,False,False,True,True,True,False,True,12,CHOP,GOOD_SLOW_REACTION,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ROUND_LEVEL_METADATA|SLOW_100P_REACTION,,
CONTROL,control_013,XAUUSD,2026-05-11T11:30:00+00:00,MATCHED_RANDOM_CONTROL,NEW_YORK,LONG,MEDIUM,M5,DOWNWARD_SWEEP,4664.5,4664.21,2026-05-11T11:10:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4670.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4668.0,4666.0,True,True,23.0,30.0,5.6,0.9,-33.1,-137.2,207.7,3.0,231.0,234.0,,,False,True,True,254.3,194.0,234.0,63.0,True,True,True,False,False,True,False,False,False,True,5,MODERATE,GOOD_SLOW_REACTION,DIRTY_CHOP_AFTER_ENTRY,EXPLICIT_ROUND_LEVEL_METADATA|SLOW_100P_REACTION,,
CONTROL,control_014,XAUUSD,2026-04-29T10:30:00+00:00,MATCHED_RANDOM_CONTROL,LONDON,LONG,HIGH,M5,DOWNWARD_SWEEP,4574.38,4569.49,2026-04-29T10:25:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4570.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4568.0,4566.0,True,True,17.0,36.0,69.3,19.0,23.0,-37.6,-51.8,0.0,108.0,,,,False,True,True,108.6,184.9,110.0,140.0,True,True,False,False,False,True,True,True,False,True,15,MODERATE,GOOD_SLOW_REACTION,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ROUND_LEVEL_METADATA|SLOW_100P_REACTION,,
CONTROL,control_015,XAUUSD,2026-05-05T08:15:00+00:00,MATCHED_RANDOM_CONTROL,LONDON,SHORT,LOW,M5,UPWARD_SWEEP,4536.61,4537.05,2026-05-05T08:00:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4540.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4542.0,4544.0,True,True,15.0,19.0,30.7,-17.0,-63.2,-32.5,-163.1,69.0,,,,,False,False,False,63.0,204.5,69.0,233.0,True,False,False,False,False,False,False,False,False,False,1,POOR,FAST_SL_20,,EXPLICIT_ROUND_LEVEL_METADATA|SL20_BEFORE_50P,,
CONTROL,control_016,XAUUSD,2026-04-02T06:00:00+00:00,MATCHED_RANDOM_CONTROL,LONDON,LONG,HIGH,M1,DOWNWARD_SWEEP,4657.89,4655.53,2026-04-02T05:39:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4690.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4688.0,4686.0,True,True,0.0,0.0,-91.0,18.1,-5.2,-119.4,-911.9,21.0,,,,,False,False,False,92.5,1361.6,26.0,191.0,True,False,False,False,False,False,False,False,False,True,8,MODERATE,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY,EXPLICIT_ROUND_LEVEL_METADATA|SL20_BEFORE_50P,,
CONTROL,control_017,XAUUSD,2026-04-14T09:30:00+00:00,MATCHED_RANDOM_CONTROL,LONDON,SHORT,LOW,M1,UPWARD_SWEEP,4769.31,4769.71,2026-04-14T09:09:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4770.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4772.0,4774.0,True,True,15.0,16.0,43.4,-23.0,-142.5,-43.0,-136.8,3.0,,,,,False,False,True,56.2,263.5,7.0,38.0,True,False,False,False,False,False,False,False,False,True,3,MODERATE,GOOD_REACTION_BUT_DIRTY_ACCUMULATION,DIRTY_CHOP_AFTER_ENTRY,EXPLICIT_ROUND_LEVEL_METADATA,,
CONTROL,control_018,XAUUSD,2026-04-02T05:15:00+00:00,MATCHED_RANDOM_CONTROL,LONDON,LONG,HIGH,M5,DOWNWARD_SWEEP,4684.86,4678.65,2026-04-02T05:10:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4690.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4688.0,4686.0,True,True,15.0,15.0,29.2,-39.7,-78.6,18.1,-1066.7,0.0,0.0,,,,True,False,True,129.3,1361.6,0.0,236.0,True,True,False,False,False,True,True,True,False,False,2,GOOD,GOOD_FAST_REACTION,RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ROUND_LEVEL_METADATA|FAST_100P_REACTION,,
CONTROL,control_019,XAUUSD,2026-05-08T13:45:00+00:00,MATCHED_RANDOM_CONTROL,NEW_YORK_OPEN,SHORT,MEDIUM,M5,UPWARD_SWEEP,4727.79,4727.89,2026-05-08T13:40:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4720.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4722.0,4724.0,True,True,0.0,0.0,13.8,-12.8,-36.3,6.7,-23.2,67.0,82.0,,,,False,True,False,172.1,295.1,90.0,195.0,True,True,False,False,False,True,True,True,False,True,5,CHOP,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ROUND_LEVEL_METADATA|SL20_BEFORE_50P|SLOW_100P_REACTION,,
CONTROL,control_020,XAUUSD,2026-04-15T13:30:00+00:00,MATCHED_RANDOM_CONTROL,NEW_YORK_OPEN,LONG,HIGH,M5,DOWNWARD_SWEEP,4792.27,4790.35,2026-04-15T13:25:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4800.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4798.0,4796.0,True,True,0.0,0.0,-45.3,23.1,-12.6,75.1,207.1,16.0,76.0,188.0,,,False,True,False,306.3,69.4,227.0,4.0,True,True,True,False,False,True,False,False,False,True,3,CHOP,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY,EXPLICIT_ROUND_LEVEL_METADATA|SL20_BEFORE_50P|SLOW_100P_REACTION,,
CONTROL,control_021,XAUUSD,2026-03-31T13:15:00+00:00,MATCHED_RANDOM_CONTROL,NEW_YORK_OPEN,LONG,HIGH,M5,DOWNWARD_SWEEP,4555.48,4551.62,2026-03-31T12:55:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4560.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4558.0,4556.0,True,True,0.0,0.0,-31.5,3.7,-186.8,-14.7,512.6,62.0,65.0,84.0,225.0,,False,True,False,653.2,305.1,228.0,25.0,True,True,True,True,False,True,False,False,False,False,2,CHOP,FAST_SL_20,,EXPLICIT_ROUND_LEVEL_METADATA|SL20_BEFORE_50P|SLOW_100P_REACTION,,
CONTROL,control_022,XAUUSD,2026-03-24T14:30:00+00:00,MATCHED_RANDOM_CONTROL,NEW_YORK_OPEN,LONG,HIGH,M5,DOWNWARD_SWEEP,4398.63,4395.94,2026-03-24T14:25:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4370.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4368.0,4366.0,True,True,9.0,9.0,179.7,47.7,30.1,-85.2,483.6,0.0,0.0,0.0,132.0,,True,False,True,638.9,184.8,142.0,71.0,True,True,True,True,False,True,True,True,False,True,7,GOOD,GOOD_FAST_REACTION,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ROUND_LEVEL_METADATA|FAST_100P_REACTION,,
CONTROL,control_023,XAUUSD,2026-05-01T13:30:00+00:00,MATCHED_RANDOM_CONTROL,NEW_YORK_OPEN,SHORT,HIGH,M5,UPWARD_SWEEP,4572.67,4576.02,2026-05-01T13:30:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4570.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4572.0,4574.0,True,True,0.0,0.0,1.1,-4.2,26.0,-26.8,-718.6,31.0,,,,,False,False,False,74.5,901.6,41.0,225.0,True,False,False,False,False,False,False,False,False,True,6,CHOP,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY,EXPLICIT_ROUND_LEVEL_METADATA|SL20_BEFORE_50P,,
CONTROL,control_024,XAUUSD,2026-04-24T07:15:00+00:00,MATCHED_RANDOM_CONTROL,LONDON_OPEN,LONG,LOW,M5,DOWNWARD_SWEEP,4674.0,4673.88,2026-04-24T06:50:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4660.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4658.0,4656.0,True,False,16.0,,80.8,-8.8,88.2,155.6,304.2,0.0,0.0,84.0,,,True,False,True,353.2,22.6,224.0,16.0,True,True,True,False,False,True,True,True,False,False,2,GOOD,GOOD_FAST_REACTION,RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ROUND_LEVEL_METADATA|FAST_100P_REACTION,,
CONTROL,control_025,XAUUSD,2026-04-07T07:15:00+00:00,MATCHED_RANDOM_CONTROL,LONDON_OPEN,SHORT,MEDIUM,M5,UPWARD_SWEEP,4651.2,4651.28,2026-04-07T07:00:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4650.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4652.0,4654.0,True,True,15.0,16.0,18.1,-26.7,-118.7,-52.3,-140.8,70.0,71.0,75.0,,,False,True,False,269.0,151.7,75.0,239.0,True,True,True,False,False,True,True,True,False,False,1,POOR,FAST_SL_20,RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ROUND_LEVEL_METADATA|SL20_BEFORE_50P|SLOW_100P_REACTION,,
CONTROL,control_026,XAUUSD,2026-03-23T07:45:00+00:00,MATCHED_RANDOM_CONTROL,LONDON_OPEN,LONG,MEDIUM,M5,DOWNWARD_SWEEP,4320.14,4319.32,2026-03-23T07:45:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4310.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4308.0,4306.0,True,True,7.0,9.0,110.6,-66.9,-122.2,-1127.3,-756.1,0.0,0.0,,,,True,False,True,166.5,2114.7,4.0,97.0,True,True,False,False,False,True,True,True,False,True,3,GOOD,GOOD_FAST_REACTION,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ROUND_LEVEL_METADATA|FAST_100P_REACTION,,
CONTROL,control_027,XAUUSD,2026-03-25T08:15:00+00:00,MATCHED_RANDOM_CONTROL,LONDON_OPEN,LONG,HIGH,M5,DOWNWARD_SWEEP,4555.61,4553.84,2026-03-25T07:55:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4550.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4548.0,4546.0,True,True,0.0,0.0,9.4,43.9,-26.9,81.8,28.9,16.0,62.0,,,,False,True,False,178.6,222.0,126.0,213.0,True,True,False,False,False,True,True,True,False,True,7,GOOD,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ROUND_LEVEL_METADATA|SL20_BEFORE_50P|SLOW_100P_REACTION,,
CONTROL,control_028,XAUUSD,2026-04-28T07:00:00+00:00,MATCHED_RANDOM_CONTROL,LONDON_OPEN,LONG,MEDIUM,M5,DOWNWARD_SWEEP,4669.53,4669.25,2026-04-28T06:55:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4670.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4668.0,4666.0,True,True,0.0,60.0,-21.4,-3.5,-30.0,-49.1,-429.5,,,,,,False,False,False,12.4,495.5,0.0,235.0,False,False,False,False,False,False,False,False,False,False,0,POOR,FAST_SL_20,,EXPLICIT_ROUND_LEVEL_METADATA|SL20_BEFORE_50P,,
CONTROL,control_029,XAUUSD,2026-03-26T08:15:00+00:00,MATCHED_RANDOM_CONTROL,LONDON_OPEN,LONG,HIGH,M5,DOWNWARD_SWEEP,4418.44,4415.89,2026-03-26T08:15:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4440.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4438.0,4436.0,True,True,0.0,0.0,-45.9,2.3,91.5,75.4,-81.6,25.0,31.0,,,,False,True,False,238.0,275.0,85.0,148.0,True,True,False,False,False,True,True,True,False,True,5,GOOD,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ROUND_LEVEL_METADATA|SL20_BEFORE_50P|SLOW_100P_REACTION,,
CONTROL,control_030,XAUUSD,2026-05-12T04:30:00+00:00,MATCHED_RANDOM_CONTROL,ASIA,LONG,MEDIUM,M1,DOWNWARD_SWEEP,4734.02,4733.67,2026-05-12T04:28:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4730.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4728.0,4726.0,True,True,8.0,9.0,22.3,-8.3,6.0,-63.6,-99.6,0.0,,,,,False,False,True,89.1,213.7,2.0,223.0,True,False,False,False,False,False,False,False,False,True,7,CHOP,GOOD_REACTION_BUT_DIRTY_ACCUMULATION,DIRTY_CHOP_AFTER_ENTRY,EXPLICIT_ROUND_LEVEL_METADATA,,
CONTROL,control_031,XAUUSD,2026-04-06T01:00:00+00:00,MATCHED_RANDOM_CONTROL,ASIA,UNKNOWN_DIRECTION,UNKNOWN,,,,,,NO_CLEAR_M5_OR_M1_SWEEP,ROUND_LEVEL_TOUCH_ENTRY,4630.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,,,False,False,,,,,,,,,,,,,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,,UNKNOWN,UNKNOWN_DIRECTION,,UNKNOWN_DIRECTION|EXPLICIT_ROUND_LEVEL_METADATA,DIRECTION_NOT_INFERRED,
CONTROL,control_032,XAUUSD,2026-03-25T05:30:00+00:00,MATCHED_RANDOM_CONTROL,ASIA,LONG,MEDIUM,M5,DOWNWARD_SWEEP,4572.09,4571.14,2026-03-25T05:30:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4570.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4568.0,4566.0,True,True,20.0,31.0,54.8,-5.6,-11.2,35.5,-143.1,0.0,,,,,False,False,True,80.5,367.4,6.0,164.0,True,False,False,False,False,False,False,False,False,True,10,MODERATE,GOOD_REACTION_BUT_DIRTY_ACCUMULATION,DIRTY_CHOP_AFTER_ENTRY,EXPLICIT_ROUND_LEVEL_METADATA,,
CONTROL,control_033,XAUUSD,2026-04-15T03:30:00+00:00,MATCHED_RANDOM_CONTROL,ASIA,LONG,MEDIUM,M5,DOWNWARD_SWEEP,4828.87,4828.37,2026-04-15T03:30:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4830.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4828.0,4826.0,True,True,8.0,124.0,7.6,13.7,67.7,159.3,-47.6,27.0,39.0,46.0,,,False,True,False,414.2,130.6,48.0,155.0,True,True,True,False,False,True,True,True,False,True,4,GOOD,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ROUND_LEVEL_METADATA|SL20_BEFORE_50P|SLOW_100P_REACTION,,
CONTROL,control_034,XAUUSD,2026-04-14T03:45:00+00:00,MATCHED_RANDOM_CONTROL,ASIA,SHORT,HIGH,M5,UPWARD_SWEEP,4771.59,4775.82,2026-04-14T03:40:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4770.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4772.0,4774.0,True,True,12.0,22.0,-14.5,35.0,-46.8,-32.7,-36.6,15.0,,,,,False,False,True,82.0,71.8,73.0,126.0,True,False,False,False,False,False,False,False,False,True,9,CHOP,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY,EXPLICIT_ROUND_LEVEL_METADATA|SL20_BEFORE_50P,,
CONTROL,control_035,XAUUSD,2026-04-14T01:30:00+00:00,MATCHED_RANDOM_CONTROL,ASIA,UNKNOWN_DIRECTION,UNKNOWN,,,,,,NO_CLEAR_M5_OR_M1_SWEEP,ROUND_LEVEL_TOUCH_ENTRY,4750.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,,,False,False,,,,,,,,,,,,,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,,UNKNOWN,UNKNOWN_DIRECTION,,UNKNOWN_DIRECTION|EXPLICIT_ROUND_LEVEL_METADATA,DIRECTION_NOT_INFERRED,
CONTROL,control_036,XAUUSD,2026-05-13T03:00:00+00:00,MATCHED_RANDOM_CONTROL,ASIA,LONG,MEDIUM,M5,DOWNWARD_SWEEP,4715.4,4714.98,2026-05-13T03:00:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4720.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4718.0,4716.0,True,True,0.0,0.0,37.6,19.0,30.1,-55.9,-239.2,4.0,,,,,False,False,True,70.1,324.3,5.0,175.0,True,False,False,False,False,False,False,False,False,True,4,MODERATE,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY,EXPLICIT_ROUND_LEVEL_METADATA|SL20_BEFORE_50P,,
CONTROL,control_037,XAUUSD,2026-04-27T08:45:00+00:00,MATCHED_RANDOM_CONTROL,LONDON,LONG,MEDIUM,M5,DOWNWARD_SWEEP,4709.52,4709.02,2026-04-27T08:40:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4710.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4708.0,4706.0,True,True,165.0,175.0,1.6,12.0,34.4,12.8,-76.9,25.0,,,,,False,False,False,84.0,104.5,99.0,225.0,True,False,False,False,False,False,False,False,False,False,2,MODERATE,GOOD_REACTION_BUT_DIRTY_ACCUMULATION,,EXPLICIT_ROUND_LEVEL_METADATA,,
CONTROL,control_038,XAUUSD,2026-04-15T21:45:00+00:00,MATCHED_RANDOM_CONTROL,OTHER,SHORT,LOW,M5,UPWARD_SWEEP,4798.75,4799.22,2026-04-15T21:45:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4800.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4802.0,4804.0,True,False,6.0,,-6.7,0.0,8.9,32.1,-32.7,73.0,195.0,,,,False,True,False,109.9,34.6,195.0,21.0,True,True,False,False,False,True,True,True,False,True,12,CHOP,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ROUND_LEVEL_METADATA|SL20_BEFORE_50P|SLOW_100P_REACTION,,
CONTROL,control_039,XAUUSD,2026-04-28T15:15:00+00:00,MATCHED_RANDOM_CONTROL,NEW_YORK,SHORT,HIGH,M5,UPWARD_SWEEP,4581.64,4586.92,2026-04-28T15:15:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4580.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4582.0,4584.0,True,True,0.0,1.0,-117.1,58.0,-88.7,34.3,-27.8,10.0,107.0,,,,False,True,True,227.1,201.6,145.0,37.0,True,True,False,False,False,True,True,True,False,True,9,CHOP,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ROUND_LEVEL_METADATA|SL20_BEFORE_50P|SLOW_100P_REACTION,,
CONTROL,control_040,XAUUSD,2026-04-15T04:00:00+00:00,MATCHED_RANDOM_CONTROL,ASIA,SHORT,MEDIUM,M5,UPWARD_SWEEP,4837.58,4838.07,2026-04-15T04:00:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4850.0,ROUND_LEVEL,HIGH,EXPLICIT_ROUND_LEVEL_METADATA,True,True,False,0.1,4852.0,4854.0,True,True,11.0,16.0,178.4,-11.8,40.7,24.4,233.1,0.0,0.0,94.0,,,True,False,True,330.6,214.2,125.0,18.0,True,True,True,False,False,True,True,True,False,True,8,GOOD,GOOD_FAST_REACTION,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,EXPLICIT_ROUND_LEVEL_METADATA|FAST_100P_REACTION,,
