sample_id,source_mode,symbol,direction,decision_timestamp,chart_path,html_path,execution_data_status,entry_reference_price,entry_reference_source,m1_range_pips,m1_body_ratio,m1_upper_wick_ratio,m1_lower_wick_ratio,m1_close_location,m1_tick_volume,m5_range_pips,m5_body_ratio,m5_upper_wick_ratio,m5_lower_wick_ratio,m5_close_location,m5_tick_volume,m15_range_pips,m15_body_ratio,m15_upper_wick_ratio,m15_lower_wick_ratio,m15_close_location,m15_tick_volume,session,nearest_round_level,round_level_distance_pips,numeric_level_confluence_20p,tight_numeric_level_touch_band,nearest_liquidity_level,liquidity_type_timeframe,distance_to_liquidity_pips,fvg_ifvg_proximity_available,nearest_fvg_ifvg_zone_type,nearest_fvg_ifvg_distance_pips,nearest_fvg_ifvg_zone_low,nearest_fvg_ifvg_zone_high,compression_6_m5_range_pips,compression_24_m5_range_pips,compression_overlap_proxy,expansion_before_decision_proxy,m5_tick_volume_ratio_20,volume_crack_proxy,m15_context_range_pips,volatility_range_context,target_space_proxy_pips,target_space_proxy_source,sl20_price_proxy,sl40_price_proxy,post_entry_replay_available,max_favorable_pips,max_adverse_pips,max_favorable_usd,max_adverse_usd,max_favorable_r_20pip,max_adverse_r_20pip,time_to_first_50p_favorable_minutes,time_to_first_100p_favorable_minutes,time_to_first_20p_adverse_minutes,time_to_first_40p_adverse_minutes,tp1_proxy_50p_hit,tp2_proxy_100p_hit,tp3_proxy_250p_hit,tp4_proxy_500p_hit,sl20_hit,sl40_hit,timeout_no_followthrough,entry_cross_count_first_60m,final_diagnostic_outcome,failure_mode_tags,win_mode_tags,limitations
sample_019,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,2026-05-18T18:30:00+00:00,charts/sample_019.svg,examples/sample_019.html,REVIEWABLE_M1_M5,4534.24,LAST_COMPLETED_M1_CLOSE_AT_DECISION,21.7,0.211982,0.709677,0.078341,0.078341,0.0,72.4,0.850829,0.062155,0.087017,0.937845,0.0,102.8,0.372568,0.566148,0.061284,0.433852,0.0,NEW_YORK,4530.0,42.4,False,GT_20_PIPS,4531.88,M5_RECENT_LOW,23.6,True,FVG_BULLISH,35.6,4537.8,4541.84,106.3,523.9,True,False,,False,523.9,HIGH,43.9,RECENT_M15_LOW,4536.24,4538.24,True,2.8,308.0,0.28,30.8,0.14,15.4,,,1.0,1.0,False,False,False,False,True,True,True,0,FAST_FAILURE,CONTINUATION_AGAINST_ENTRY|NO_IMMEDIATE_REACTION|STOP_TOO_WIDE|TARGET_TOO_FAR|VOLUME_NOT_CONFIRMING_REVERSAL,,
sample_020,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,2026-05-19T01:15:00+00:00,charts/sample_020.svg,examples/sample_020.html,REVIEWABLE_M1_M5,4572.85,LAST_COMPLETED_M1_CLOSE_AT_DECISION,17.1,0.251462,0.71345,0.035088,0.035088,135.0,19.7,0.203046,0.416244,0.380711,0.583756,543.0,34.4,0.139535,0.366279,0.494186,0.494186,1604.0,OTHER,4570.0,28.5,False,GT_20_PIPS,4574.5,M5_RECENT_HIGH,16.5,True,FVG_BULLISH,34.1,4562.47,4569.44,171.4,,False,False,,False,404.6,LOW,388.9,RECENT_M15_LOW,4574.85,4576.85,True,213.4,163.9,21.34,16.39,10.67,8.195,155.0,164.0,24.0,25.0,True,True,False,False,True,True,False,8,FAST_FAILURE,CONTINUATION_AGAINST_ENTRY|NO_IMMEDIATE_REACTION|PRICE_CHOP_AFTER_ENTRY|REACTION_TOO_LATE,CLEAN_SWEEP_REJECTION|CLEAN_TARGET_SPACE,
sample_021,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,2026-05-18T03:45:00+00:00,charts/sample_021.svg,examples/sample_021.html,REVIEWABLE_M1_M5,4484.93,LAST_COMPLETED_M1_CLOSE_AT_DECISION,48.9,0.680982,0.05317,0.265849,0.94683,0.0,161.1,0.788951,0.130354,0.080695,0.869646,0.0,364.0,0.945055,0.019231,0.035714,0.980769,0.0,ASIA,4480.0,49.3,False,GT_20_PIPS,4480.3,H1_RECENT_LOW,46.3,True,FVG_BEARISH,183.6,4503.29,4514.37,533.2,717.6,False,True,,False,677.9,MID,699.6,RECENT_M15_HIGH,4482.93,4480.93,True,649.0,0.0,64.9,0.0,32.45,0.0,2.0,4.0,,,True,True,True,True,False,False,False,0,GOOD_FAST_REACTION,,CLEAN_TARGET_SPACE|FAST_REACTION|STRONG_MFE_LOW_MAE,
sample_022,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,2026-05-14T13:45:00+00:00,charts/sample_022.svg,examples/sample_022.html,REVIEWABLE_M1_M5,4693.81,LAST_COMPLETED_M1_CLOSE_AT_DECISION,15.8,0.164557,0.721519,0.113924,0.278481,297.0,29.4,0.234694,0.47619,0.289116,0.289116,1411.0,66.3,0.52187,0.119155,0.358974,0.880845,4539.0,OTHER,4690.0,38.1,False,GT_20_PIPS,4688.48,M5_RECENT_LOW,53.3,True,FVG_BEARISH,0.0,4693.24,4698.19,62.9,168.4,False,False,1.021428,False,168.4,MID,,,,,False,,,,,,,,,,,False,False,False,False,False,False,False,0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,UNKNOWN_DIRECTION_NO_DIRECTIONAL_REPLAY
sample_023,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,2026-05-13T07:15:00+00:00,charts/sample_023.svg,examples/sample_023.html,REVIEWABLE_M1_M5,4698.41,LAST_COMPLETED_M1_CLOSE_AT_DECISION,6.8,0.102941,0.367647,0.529412,0.632353,109.0,45.6,0.846491,0.074561,0.078947,0.925439,898.0,53.9,0.564007,0.369202,0.06679,0.630798,2681.0,OTHER,4700.0,15.9,True,10-20_PIPS,4705.87,M5_RECENT_HIGH,74.6,True,FVG_BULLISH,0.0,4696.09,4700.24,83.1,183.0,False,False,0.623243,False,183.0,MID,,,,,False,,,,,,,,,,,False,False,False,False,False,False,False,0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,UNKNOWN_DIRECTION_NO_DIRECTIONAL_REPLAY
sample_024,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,2026-03-25T00:45:00+00:00,charts/sample_024.svg,examples/sample_024.html,REVIEWABLE_M1_M5,4470.49,LAST_COMPLETED_M1_CLOSE_AT_DECISION,35.9,0.462396,0.036212,0.501393,0.963788,123.0,125.2,0.594249,0.261981,0.14377,0.738019,678.0,175.1,0.897202,0.0,0.102798,1.0,1848.0,OTHER,4470.0,4.9,True,0-10_PIPS,4455.97,M5_RECENT_LOW,145.2,True,FVG_BULLISH,0.0,4466.97,4472.4,291.1,891.5,True,False,0.378243,False,884.4,MID,,,,,False,,,,,,,,,,,False,False,False,False,False,False,False,0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,UNKNOWN_DIRECTION_NO_DIRECTIONAL_REPLAY
sample_025,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,2026-05-18T15:30:00+00:00,charts/sample_025.svg,examples/sample_025.html,REVIEWABLE_M1_M5,4552.8,LAST_COMPLETED_M1_CLOSE_AT_DECISION,30.7,0.70684,0.169381,0.123779,0.830619,0.0,124.5,0.922088,0.04739,0.030522,0.95261,0.0,197.7,0.972686,0.008093,0.019221,0.991907,0.0,NEW_YORK_OPEN,4550.0,28.0,False,GT_20_PIPS,4567.2,M5_RECENT_HIGH,144.0,True,FVG_BULLISH,7.7,4545.54,4552.03,174.0,373.5,False,False,,False,401.7,MID,,,,,False,,,,,,,,,,,False,False,False,False,False,False,False,0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,UNKNOWN_DIRECTION_NO_DIRECTIONAL_REPLAY
sample_026,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,2026-05-18T21:15:00+00:00,charts/sample_026.svg,examples/sample_026.html,REVIEWABLE_M1_M5,4543.85,LAST_COMPLETED_M1_CLOSE_AT_DECISION,23.5,0.582979,0.076596,0.340426,0.340426,0.0,39.4,0.670051,0.045685,0.284264,0.284264,0.0,87.4,0.369565,0.020595,0.60984,0.60984,0.0,OTHER,4540.0,38.5,False,GT_20_PIPS,4533.96,M5_RECENT_LOW,98.9,True,FVG_BEARISH,0.0,4541.97,4544.48,78.0,243.6,True,False,,False,241.2,LOW,404.2,RECENT_M15_HIGH,4541.85,4539.85,True,306.5,97.7,30.65,9.77,15.325,4.885,46.0,46.0,1.0,10.0,True,True,True,False,True,True,False,1,FAST_FAILURE,CONTINUATION_AGAINST_ENTRY|REACTION_TOO_LATE,CLEAN_TARGET_SPACE|FVG_IFVG_REACTION,
sample_027,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,2026-05-18T11:30:00+00:00,charts/sample_027.svg,examples/sample_027.html,REVIEWABLE_M1_M5,4546.8,LAST_COMPLETED_M1_CLOSE_AT_DECISION,22.0,0.540909,0.372727,0.086364,0.086364,0.0,69.4,0.540346,0.198847,0.260807,0.801153,0.0,69.4,0.007205,0.731988,0.260807,0.268012,0.0,LONDON,4550.0,32.0,False,GT_20_PIPS,4534.57,M5_RECENT_LOW,122.3,True,FVG_BULLISH,0.0,4542.14,4550.54,104.3,248.1,False,False,,False,216.5,LOW,215.9,RECENT_M15_LOW,4548.8,4550.8,True,169.5,204.0,16.95,20.4,8.475,10.2,33.0,104.0,2.0,3.0,True,True,False,False,True,True,False,11,FAST_FAILURE,CONTINUATION_AGAINST_ENTRY|PRICE_CHOP_AFTER_ENTRY|REACTION_TOO_LATE,CLEAN_TARGET_SPACE|FVG_IFVG_REACTION,
sample_028,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,2026-05-18T16:45:00+00:00,charts/sample_028.svg,examples/sample_028.html,REVIEWABLE_M1_M5,4571.83,LAST_COMPLETED_M1_CLOSE_AT_DECISION,85.9,0.639115,0.057043,0.303842,0.942957,0.0,123.9,0.636804,0.152542,0.210654,0.847458,0.0,205.4,0.46592,0.407011,0.127069,0.592989,0.0,NEW_YORK,4570.0,18.3,True,10-20_PIPS,4579.95,M5_RECENT_HIGH,81.2,True,FVG_BULLISH,7.3,4568.51,4571.1,162.2,346.5,False,False,,False,389.7,HIGH,419.8,RECENT_M15_LOW,4573.83,4575.83,True,399.5,124.4,39.95,12.44,19.975,6.22,18.0,20.0,3.0,3.0,True,True,True,False,True,True,False,2,FAST_FAILURE,CONTINUATION_AGAINST_ENTRY,CLEAN_TARGET_SPACE|FVG_IFVG_REACTION|ROUND_LEVEL_REACTION,
sample_029,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,2026-05-18T01:00:00+00:00,charts/sample_029.svg,examples/sample_029.html,REVIEWABLE_M1_M5,4532.19,LAST_COMPLETED_M1_CLOSE_AT_DECISION,77.9,0.853659,0.041078,0.105263,0.105263,0.0,417.0,0.1494,0.008393,0.842206,0.991607,0.0,511.7,0.186242,0.127418,0.68634,0.872582,0.0,OTHER,4530.0,21.9,False,GT_20_PIPS,4545.42,M5_RECENT_HIGH,132.3,False,,,,,,,False,False,,False,,UNKNOWN,227.0,RECENT_M15_HIGH,4530.19,4528.19,True,227.0,518.9,22.7,51.89,11.35,25.945,2.0,3.0,1.0,2.0,True,True,False,False,True,True,False,1,GOOD_FAST_REACTION,,CLEAN_TARGET_SPACE|FAST_REACTION,
sample_030,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,2026-05-13T13:30:00+00:00,charts/sample_030.svg,examples/sample_030.html,REVIEWABLE_M1_M5,4699.04,LAST_COMPLETED_M1_CLOSE_AT_DECISION,11.8,0.474576,0.271186,0.254237,0.254237,260.0,45.6,0.701754,0.070175,0.22807,0.22807,1488.0,58.7,0.657581,0.054514,0.287905,0.287905,3812.0,OTHER,4700.0,9.6,True,0-10_PIPS,4710.45,M5_RECENT_HIGH,114.1,True,FVG_BULLISH,0.0,4698.66,4699.35,150.9,244.4,False,False,1.021627,False,244.4,MID,,,,,False,,,,,,,,,,,False,False,False,False,False,False,False,0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,UNKNOWN_DIRECTION_NO_DIRECTIONAL_REPLAY
sample_031,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,2026-05-11T07:15:00+00:00,charts/sample_031.svg,examples/sample_031.html,REVIEWABLE_M1_M5,4678.71,LAST_COMPLETED_M1_CLOSE_AT_DECISION,11.8,0.983051,0.016949,0.0,0.983051,204.0,47.4,0.691983,0.255274,0.052743,0.052743,1093.0,84.0,0.686905,0.144048,0.169048,0.169048,3339.0,OTHER,4680.0,12.9,True,10-20_PIPS,4673.47,M5_RECENT_LOW,52.4,True,FVG_BEARISH,6.2,4679.33,4681.4,91.4,268.2,True,False,0.80978,False,299.3,MID,,,,,False,,,,,,,,,,,False,False,False,False,False,False,False,0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,UNKNOWN_DIRECTION_NO_DIRECTIONAL_REPLAY
sample_032,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,2026-03-24T01:15:00+00:00,charts/sample_032.svg,examples/sample_032.html,REVIEWABLE_M1_M5,4440.51,LAST_COMPLETED_M1_CLOSE_AT_DECISION,50.1,0.924152,0.013972,0.061876,0.986028,276.0,90.8,0.122247,0.843612,0.034141,0.156388,1261.0,146.5,0.416382,0.435495,0.148123,0.564505,3822.0,OTHER,4440.0,5.1,True,0-10_PIPS,4444.65,M5_RECENT_HIGH,41.4,True,FVG_BULLISH,0.0,4430.91,4442.1,320.8,833.8,False,False,1.485802,False,870.9,LOW,,,,,False,,,,,,,,,,,False,False,False,False,False,False,False,0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,UNKNOWN_DIRECTION_NO_DIRECTIONAL_REPLAY
sample_033,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,2026-05-18T14:00:00+00:00,charts/sample_033.svg,examples/sample_033.html,REVIEWABLE_M1_M5,4539.03,LAST_COMPLETED_M1_CLOSE_AT_DECISION,34.5,0.353623,0.443478,0.202899,0.202899,0.0,39.0,0.507692,0.392308,0.1,0.1,0.0,119.3,0.062867,0.128248,0.808885,0.808885,0.0,OTHER,4540.0,9.7,True,0-10_PIPS,4531.94,M5_RECENT_LOW,70.9,True,FVG_BULLISH,0.5,4539.08,4541.55,158.6,170.0,False,False,,False,190.9,LOW,208.9,RECENT_M15_HIGH,4537.03,4535.03,True,452.4,91.8,45.24,9.18,22.62,4.59,33.0,39.0,9.0,9.0,True,True,True,False,True,True,False,6,FAST_FAILURE,CONTINUATION_AGAINST_ENTRY|PRICE_CHOP_AFTER_ENTRY|REACTION_TOO_LATE,CLEAN_TARGET_SPACE|FVG_IFVG_REACTION|ROUND_LEVEL_REACTION,
sample_034,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,2026-05-18T02:30:00+00:00,charts/sample_034.svg,examples/sample_034.html,REVIEWABLE_M1_M5,4536.55,LAST_COMPLETED_M1_CLOSE_AT_DECISION,35.0,0.408571,0.071429,0.52,0.52,0.0,49.9,0.214429,0.134269,0.651303,0.865731,0.0,89.1,0.130191,0.255892,0.613917,0.744108,0.0,ASIA_OPEN,4540.0,34.5,False,GT_20_PIPS,4554.89,H1_RECENT_HIGH,183.4,True,FVG_BULLISH,88.7,4545.42,4547.52,111.2,,False,False,,False,,UNKNOWN,183.4,RECENT_M15_HIGH,4534.55,4532.55,True,75.8,562.5,7.58,56.25,3.79,28.125,23.0,,10.0,10.0,True,False,False,False,True,True,False,9,FAST_FAILURE,CONTINUATION_AGAINST_ENTRY|PRICE_CHOP_AFTER_ENTRY,CLEAN_SWEEP_REJECTION|CLEAN_TARGET_SPACE,
sample_035,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,2026-05-18T09:15:00+00:00,charts/sample_035.svg,examples/sample_035.html,REVIEWABLE_M1_M5,4538.37,LAST_COMPLETED_M1_CLOSE_AT_DECISION,35.8,0.259777,0.148045,0.592179,0.851955,0.0,70.5,0.156028,0.585816,0.258156,0.258156,0.0,136.9,0.009496,0.773557,0.216947,0.226443,0.0,LONDON_OPEN,4540.0,16.3,True,10-20_PIPS,4529.68,M5_RECENT_LOW,86.9,True,FVG_BULLISH,0.0,4537.56,4539.57,118.9,223.9,False,False,,False,223.9,MID,580.7,RECENT_M15_LOW,4540.37,4542.37,True,39.0,215.5,3.9,21.55,1.95,10.775,,,1.0,8.0,False,False,False,False,True,True,True,10,FAST_FAILURE,CONTINUATION_AGAINST_ENTRY|NO_IMMEDIATE_REACTION|PRICE_CHOP_AFTER_ENTRY|STOP_TOO_WIDE|VOLUME_NOT_CONFIRMING_REVERSAL,,
sample_036,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,2026-05-18T10:30:00+00:00,charts/sample_036.svg,examples/sample_036.html,REVIEWABLE_M1_M5,4559.05,LAST_COMPLETED_M1_CLOSE_AT_DECISION,93.8,0.902985,0.092751,0.004264,0.907249,0.0,93.8,0.447761,0.547974,0.004264,0.452026,0.0,120.7,0.127589,0.773819,0.098592,0.098592,0.0,LONDON,4560.0,9.5,True,0-10_PIPS,4559.92,H1_RECENT_HIGH,8.7,True,FVG_BULLISH,85.1,4542.14,4550.54,216.5,302.4,False,False,,False,302.4,MID,592.5,RECENT_M15_LOW,4561.05,4563.05,True,292.0,8.2,29.2,0.82,14.6,0.41,2.0,13.0,,,True,True,True,False,False,False,False,0,GOOD_FAST_REACTION,,CLEAN_TARGET_SPACE|FAST_REACTION|ROUND_LEVEL_REACTION|STRONG_MFE_LOW_MAE,
sample_037,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,2026-05-15T16:45:00+00:00,charts/sample_037.svg,examples/sample_037.html,REVIEWABLE_M1_M5,4512.44,LAST_COMPLETED_M1_CLOSE_AT_DECISION,93.7,0.811099,0.116329,0.072572,0.072572,0.0,175.6,0.502278,0.026196,0.471526,0.973804,0.0,301.6,0.445623,0.279841,0.274536,0.720159,0.0,NEW_YORK,4510.0,24.4,False,GT_20_PIPS,4511.76,H1_RECENT_LOW,6.8,True,FVG_BEARISH,188.1,4531.25,4541.65,458.5,470.0,False,False,,False,469.7,MID,661.1,RECENT_M15_HIGH,4510.44,4508.44,True,540.5,3.5,54.05,0.35,27.025,0.175,1.0,2.0,,,True,True,True,True,False,False,False,0,GOOD_FAST_REACTION,,CLEAN_TARGET_SPACE|FAST_REACTION|STRONG_MFE_LOW_MAE,
sample_038,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,2026-05-11T13:45:00+00:00,charts/sample_038.svg,examples/sample_038.html,REVIEWABLE_M1_M5,4662.86,LAST_COMPLETED_M1_CLOSE_AT_DECISION,22.8,0.254386,0.583333,0.162281,0.162281,270.0,37.9,0.279683,0.171504,0.548813,0.828496,1221.0,61.3,0.083197,0.577488,0.339315,0.422512,3542.0,OTHER,4660.0,28.6,False,GT_20_PIPS,4671.42,M5_RECENT_HIGH,85.6,True,FVG_BEARISH,0.0,4661.4,4664.56,64.6,204.8,True,False,0.997264,False,193.4,MID,,,,,False,,,,,,,,,,,False,False,False,False,False,False,False,0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,UNKNOWN_DIRECTION_NO_DIRECTIONAL_REPLAY
sample_039,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,2026-05-08T07:00:00+00:00,charts/sample_039.svg,examples/sample_039.html,REVIEWABLE_M1_M5,4720.7,LAST_COMPLETED_M1_CLOSE_AT_DECISION,22.9,0.475983,0.524017,0.0,0.475983,225.0,36.6,0.043716,0.956284,0.0,0.043716,1119.0,84.9,0.55477,0.431095,0.014134,0.014134,3141.0,OTHER,4720.0,7.0,True,0-10_PIPS,4732.78,M15_RECENT_HIGH,120.8,True,FVG_BULLISH,0.0,4720.15,4721.77,130.2,246.4,False,False,0.826257,False,240.8,MID,,,,,False,,,,,,,,,,,False,False,False,False,False,False,False,0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,UNKNOWN_DIRECTION_NO_DIRECTIONAL_REPLAY
sample_040,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,2026-03-23T00:45:00+00:00,charts/sample_040.svg,examples/sample_040.html,REVIEWABLE_M1_M5,4515.14,LAST_COMPLETED_M1_CLOSE_AT_DECISION,97.9,0.814096,0.0143,0.171604,0.9857,144.0,105.1,0.057088,0.7745,0.168411,0.168411,608.0,250.8,0.349681,0.324561,0.325758,0.325758,1858.0,OTHER,4520.0,48.6,False,GT_20_PIPS,4536.29,H1_RECENT_HIGH,211.5,True,FVG_BEARISH,18.8,4517.02,4521.11,314.9,,False,False,,False,,UNKNOWN,,,,,False,,,,,,,,,,,False,False,False,False,False,False,False,0,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,UNKNOWN_DIRECTION_NO_DIRECTIONAL_REPLAY
